X,rating_review,review,lang$detectedLanguage,lang
129,5,Saya sangat suka dengan tampilan fitur yang friendly dan sangat detail buat keterangannya... ,INDONESIAN,INDONESIAN
130,5,"Sangat membantu ketika saya pulang kerja yg cukup malam dng ada nya gojek saya merasa aman plng kerumah,thanks gojek dan tolong buat para drivernya agar lebih d perhatikan kesejahteraan nya ",MALAY,MALAY
131,5,"Tolong donk diperbaiki toko buka ,tp pas beli driver telvon toko masih tutup..makasih ",INDONESIAN,INDONESIAN
132,5,Good lahh ,ENGLISH,ENGLISH
133,5,Gojek ,MALAY,MALAY
134,5,Gojek is the best di jakarta ,INDONESIAN,INDONESIAN
137,5,Good Aplication For My Activity ,ENGLISH,ENGLISH
141,5,"Nice, tp masih belum semua wilayah terjangkau ",MALAY,MALAY
142,5,Gojek luar biasa semoga berkah ,MALAY,MALAY
143,5,Good job,ENGLISH,ENGLISH
145,5,Bagi pelangan setia gojek gopay... Klw mau beli pulsa gopay lngsng aja ke driver gojek...di jamin lngsng masuk....jngn beli di sembarang tempat.... ,INDONESIAN,INDONESIAN
146,5,Gojek sangat membantu sekali ,MALAY,MALAY
148,5,Membantu skli ,INDONESIAN,INDONESIAN
150,5,"",Unknown,ENGLISH
156,5,Saya senang gojek nya ramah ,MALAY,MALAY
160,5,Memuaskan ,INDONESIAN,INDONESIAN
164,5,Suka ,ENGLISH,ENGLISH
165,5,gojek makin mantap ,MALAY,MALAY
166,5,keren ,INDONESIAN,INDONESIAN
167,5,Price go-car very competitive.. compare with normal t*** which can not reach the location..,ENGLISH,ENGLISH
170,5,tq ,VIETNAMESE,ENGLISH
173,5,Harus Indonesia banget... ,INDONESIAN,INDONESIAN
175,5,Baguuuss..baru prtama x coba go-car ternyata murah sangat dibanding taxi lainnya..gue like nih.. ,INDONESIAN,INDONESIAN
177,5,Ngojek ,MALAY,MALAY
179,5,Good Job ,ENGLISH,ENGLISH
180,5,Sangat baik ,INDONESIAN,INDONESIAN
182,5,Bagus cepat dan mudah Semoga di tempat terpencil juga ada ,INDONESIAN,INDONESIAN
184,5,Jangan malas jemput pelanggan ,MALAY,MALAY
185,5,Yess ,ENGLISH,ENGLISH
187,5,Pokoknya keren bet dah ,INDONESIAN,INDONESIAN
188,5,Wow! ,ENGLISH,ENGLISH
189,5,Kok banyak driver ya yang gak mau ambil orderan nya padahal jaraknya Deket tolong bisa di perbaiki lagi ,INDONESIAN,INDONESIAN
190,5,Gyyy ,ENGLISH,ENGLISH
191,5,"Speed, Simple and Sophisticated.. ",ENGLISH,ENGLISH
192,5,Keren it's cool ,ENGLISH,ENGLISH
194,5,enak ,MALAY,MALAY
196,5,Selalu bisa diandalkan ,INDONESIAN,INDONESIAN
198,5,Thank you go jek pekanbaru ,INDONESIAN,INDONESIAN
199,5,Mantap soul... ,INDONESIAN,INDONESIAN
200,5,goooddddd ,SLOVAK,ENGLISH
201,5,Sangat bagus ,INDONESIAN,INDONESIAN
202,5,bagus banget buat kebutuhan ,INDONESIAN,INDONESIAN
204,5,Sangat bagus buat yg ada keperluan mendadak ,INDONESIAN,INDONESIAN
205,5,Cool ,ENGLISH,ENGLISH
207,5,Bagus,ENGLISH,ENGLISH
208,5,Mantep gk ribet ,DANISH,ENGLISH
209,5,"Murah,cepat,singap,ramah ",MALAY,MALAY
210,5,Saya suka sekali ,MALAY,MALAY
211,5,saya mau ke mana mana jadi lebih cepat bayarnya murah ,MALAY,MALAY
212,5,hampir sempurna hanya saja menurut saya seharusnya diberikan fitur chat agar mempermudah komunikasi driver dengan pelanggannya<U+200B> ,MALAY,MALAY
214,5,Terima Ksih GO_JEK ,ENGLISH,ENGLISH
215,5,Is your rhe best ,ENGLISH,ENGLISH
218,5,Gojek its my life ,ENGLISH,ENGLISH
219,5,"Mantab jiwa, penyelamat! ",INDONESIAN,INDONESIAN
221,5,"Aplikasi yang sangat membantu dan sangat bagus ,tolong dong di kasih chat juga kasihan juga kalok ndak punya pulsa ",MALAY,MALAY
223,5,"Ak pesen go food disitu jumlah udh semua pesenan sampai tempat pesenan itu habis dan abang gojek bli kurangan pesanan di tempat lain tp nominal harga yg tertera di abang gojek ttp sama tdk di kurangi dgn pesanan yg tdk ada jd sangat merugikan custemer, barang tdk ada tp harga hrs ttp di bayar, paraaaah bgt kan itu dzalim namanya, tolong di perbaiki lagi lah ",MALAY,MALAY
225,5,Ok bangat ,INDONESIAN,INDONESIAN
227,5,mohon kerjasamanya agar kami pelanggan tidak kecewa ,INDONESIAN,INDONESIAN
228,5,Cobacoba maklum org jadul ,MALAY,MALAY
230,5,Sangat membantu jika on time ,MALAY,MALAY
234,5,Terimakasih telah banyak membantu ,MALAY,MALAY
235,5,Gojek nomor 1 ,INDONESIAN,INDONESIAN
236,5,bagus aj ,INDONESIAN,INDONESIAN
238,5,Karya anak bangsa yang sangat bagus ,MALAY,MALAY
242,5,Bagus bangettttt aku yang gak punya kendaraan bisa terbantu dengan adanya aplikasi ini ,MALAY,MALAY
243,5,Sangat beanfaat dan membantu terus tingkatkan ,INDONESIAN,INDONESIAN
244,5,Like ,ENGLISH,ENGLISH
245,5,Mantap sekali sangat mendukung ,INDONESIAN,INDONESIAN
247,5,Sangat membantu dalam memenuhi kebutuhan dlm segi transportasi ,INDONESIAN,INDONESIAN
248,5,Oke ,ENGLISH,ENGLISH
249,5,Udh bagus dan terus tingkatkan kualitas.nya ,INDONESIAN,INDONESIAN
253,5,Mantep ,ENGLISH,ENGLISH
254,5,Sangat membantu... Makasih go-jek.. Semoga sukses selalu... Aamiiin ,MALAY,MALAY
255,5,Okeee ,ENGLISH,ENGLISH
256,5,Smg pelayanan gojek dan gocar semakin lbh baik lagi dan mnjd alternatif pilihan utama pelanggan ,MALAY,MALAY
258,5,Good app ,ENGLISH,ENGLISH
259,5,Sopan ,ENGLISH,ENGLISH
261,5,Sangat membantu ,INDONESIAN,INDONESIAN
264,5,Tulisannya kok inggris sih? Pusing ,INDONESIAN,INDONESIAN
265,5,Good gojek ,SLOVENIAN,ENGLISH
267,5,Tess ,ENGLISH,ENGLISH
270,5,Mau donlot tapi memorinya gk cukup,INDONESIAN,INDONESIAN
271,5,Mantap tapi kalo bisa terus tingkatkan pelayanannya. ,INDONESIAN,INDONESIAN
273,5,driver go ridenya baik. ,NORWEGIAN,ENGLISH
275,5,Memudahkan kita saat bingung mau pergi naik apa dan saat lapar bisa pesan kapan ajja .. ,INDONESIAN,INDONESIAN
278,5,"Aplikasi ini bagus,mudah,dan juga simpel...",MALAY,MALAY
284,5,"Di Jogja, Gojek sangat membantu... ",MALAY,MALAY
285,5,B aja ,INDONESIAN,INDONESIAN
290,5,Sejak adanya go-jek saya jadi tidak terlambat lagi untuk pergi kerja atau mau ketempat lainnya ,MALAY,MALAY
2,5,Kalau naik go jek /gocar bayarnya murah ,MALAY,MALAY
3,5,GooD ,ENGLISH,ENGLISH
5,5,Ojek online terbaik di Indonesia. Good job ,INDONESIAN,INDONESIAN
8,5,tambahkan fitur chat driver-customer agar tidak perlu habiskan pulsa ,INDONESIAN,INDONESIAN
11,5,Sangat membantu ,INDONESIAN,INDONESIAN
13,5,Latest update makes this app black screen ,ENGLISH,ENGLISH
14,5,Gooddddd ,DANISH,ENGLISH
15,5,NTAPZ ,ENGLISH,ENGLISH
18,5,Good application ,ENGLISH,ENGLISH
19,5,Paling bagus diantara ojek2 online. Jauh lebih bagus dr grab. ,INDONESIAN,INDONESIAN
21,5,Thanks for gojek apps to help my transportation ,ENGLISH,ENGLISH
22,5,"make it esay to contact everywhere,when we need it ",ENGLISH,ENGLISH
24,5,"Layanan online yg lengkap untuk masyarakat Indonesia. Transportasi, pengiriman, pembayaran dan banyak lainnya. ",INDONESIAN,INDONESIAN
26,5,Aplikasi yang sangat sangat membantu...keep gud work guys ,INDONESIAN,INDONESIAN
28,5,Hero for me... ,ALBANIAN,ENGLISH
29,5,"Easy to use, very helpful, and great driver ",ENGLISH,ENGLISH
33,5,Good app ,ENGLISH,ENGLISH
35,5,so far so good ,ENGLISH,ENGLISH
43,5,Good Apps ,ENGLISH,ENGLISH
44,5,Nice ,ENGLISH,ENGLISH
48,5,good ,ENGLISH,ENGLISH
51,5,Membantu ,INDONESIAN,INDONESIAN
52,5,Easy and helpful ,ENGLISH,ENGLISH
53,5,Gratis voucher 50k perbulan pliss ,INDONESIAN,INDONESIAN
54,5,"My lifesaver! Thank you so much for creating this service, you don't know how easier my life gets after using gojek for my main transportation. Your driver in my region (I'm in jogja) are all polite, helpful, and really kind. Keep up the good work! :) ",ENGLISH,ENGLISH
55,5,"Very helpful, thank you. ",ENGLISH,ENGLISH
58,5,Good ,ENGLISH,ENGLISH
61,5,Goodjob ,ENGLISH,ENGLISH
62,5,"Easy Use, Easy Transaction! ",ENGLISH,ENGLISH
64,5,Fine ,ENGLISH,ENGLISH
65,5,Mantaappl dahhh ,ESTONIAN,ENGLISH
66,5,Thabks gojek .... ,SLOVENIAN,ENGLISH
67,5,"Dengan aplikasi ini semuanya bisa lebih mudah,mau ngapain aja lebih gampang,trimakasih. Gojek,go,,,go,,go,,, ",INDONESIAN,INDONESIAN
68,5,Bagus ,ENGLISH,ENGLISH
70,5,terimakasih sudah membantu GO-JEK!! ,MALAY,MALAY
71,5,Mantap ,INDONESIAN,INDONESIAN
72,5,Pelayanan ok ,INDONESIAN,INDONESIAN
73,5,Puas banget sama gojek orderan juga sampai tepat waktu ... ,MALAY,MALAY
74,5,Saya sering order ojek Pake Go-Jek ,ENGLISH,ENGLISH
75,5,Ok Anget ,DANISH,ENGLISH
77,5,Good aja deh buat aplikasi ini. Membantu masyarakat umum ,INDONESIAN,INDONESIAN
78,5,Tingkatkan ,INDONESIAN,INDONESIAN
80,5,Berkat gojek kemana2 gak usah khawatir untuk telat ,INDONESIAN,INDONESIAN
82,5,Oke ,ENGLISH,ENGLISH
84,5,Sejauh ini masih bagus ,INDONESIAN,INDONESIAN
87,5,Oke deh pokoknya ,INDONESIAN,INDONESIAN
88,5,Jaya terus gojeck banyak membantu ,INDONESIAN,INDONESIAN
91,5,Nice app ,ENGLISH,ENGLISH
93,5,Tambahin fitur lagi biar mantap.. Biar bisa Pesan tiket pesawat/kereta.. ,MALAY,MALAY
95,5,Ok ,ENGLISH,ENGLISH
98,5,Baru beberapa kali pakai gocar...beres semua...pokoknya goodjob ,INDONESIAN,INDONESIAN
100,5,"Customer jng suka ngeluh n banyak mau nya,, kalaian kalau salah cuman minta maaf. Tdk ada apresiasinya.. Kalian tinggal buat order yg sesuai dan benar terus duduk manis dan sampai depan pintu kalian. Coba jd driver, jng cuman bs complent. Rasakan biar tau. ",INDONESIAN,INDONESIAN
103,5,...jos ,FINNISH,ENGLISH
105,5,Status driverya gak nonggol ama seleaainya ,INDONESIAN,INDONESIAN
106,5,SANGAT MEMBANTU :') ,ENGLISH,ENGLISH
112,5,boleh irit ,MALAY,MALAY
113,5,Puas banget menarik ,MALAY,MALAY
115,5,Bagussssss sekali ,MALAY,MALAY
118,5,"Sangat membantu tranportasi kerja dan belanja, bahkan bisa pesan/jemput keluarga di Terminal / Bandara bila kita sibuk kerja gak bisa jemput. Tetaplah Profesional menuju Lebih Sukses ... ",MALAY,MALAY
122,5,"Goodjob, memudahkan sekali, fitur lengkap, interface bagus. ",INDONESIAN,INDONESIAN
126,5,Saya sering dapat Voucher 50Rb =D bisa order go Food tanpa bayar ,MALAY,MALAY
128,5,"Bagus sih... Tapi terkadang di Yogya cari Go car susah mungkin dihari Sabtu dan jam jam sibuk ... Tapi untuk Go ride, Go food saya TDK pernah ada kendala... Dan selama menggunakan Go JEK semua pelayanannya memuaskan... Beda dengan yg sebelah... Slalu nyasar,lama nunggu, TDK mau TLP n TDK memberitahu mengerti atau tidak lokasi sehingga harus menunggu tralalu lama.. Go JEK slalu TLP duluan n bertanya letak posisi tepatnya dimana.. itu yang membedakan... Recomended bgt.. makasih yg sangat besar buat driver... ",MALAY,MALAY
132,5,Okelah ,INDONESIAN,INDONESIAN
134,5,Sangat disayangkan kalo kolom catatan tambahannya dihilangkan. Padahal itu sangat berguna sik. Apalagi buat catatan tambahan alamat ,MALAY,MALAY
138,5,Membantu disaat dibutuhkan ,INDONESIAN,INDONESIAN
139,5,Terbantu ,ENGLISH,ENGLISH
140,5,Baguss ,ENGLISH,ENGLISH
141,5,"Kalo bisa di tambahin aplikasi live chat sperti kompetitor dari negri sebrang, agar bisa lebih mudah berkomunikasi sama driver gojek, kasian driver gojek harus isi plsa trus menerus, dan live chat pasti akan memudahkan custemer, trimakasih PT.Gojek Indonesia smoga saran saya di dengar hormat saya, maju trus GOJEK INDONESIA ",MALAY,MALAY
142,5,Juara ,ENGLISH,ENGLISH
144,5,Sangat baik ,INDONESIAN,INDONESIAN
145,5,The best ,ENGLISH,ENGLISH
146,5,"Mantap, kalo bisa, semua pembayaran bisa dilakukan melalui go pay..... ",INDONESIAN,INDONESIAN
147,5,Sangat membantu gojek ,MALAY,MALAY
151,5,Mantabbb ,ENGLISH,ENGLISH
154,5,Mohon agar penumpang atau orderan terlalu lama menunggu terimakasih ,INDONESIAN,INDONESIAN
156,5,Super murah ,INDONESIAN,INDONESIAN
157,5,A1 pokoknya ,INDONESIAN,INDONESIAN
163,5,Best ,ENGLISH,ENGLISH
165,5,"Sangat membantu, semoga gojek semakin banyak layanannya.. ",INDONESIAN,INDONESIAN
167,5,Bagus sangat membantu masyarakat Indonesia ,INDONESIAN,INDONESIAN
173,5,Good App ,ENGLISH,ENGLISH
174,5,Tidak lengkap alamat di map ,INDONESIAN,INDONESIAN
175,5,"I like it! Semua sudah complete pada GO-JEK. Salutte udh punya app ini , maju terus aplikasi from INA! ",INDONESIAN,INDONESIAN
179,5,Good aplicasi ,ENGLISH,ENGLISH
184,5,Good job ,ENGLISH,ENGLISH
187,5,Bangga dengan hasil karya anak bangsa ,INDONESIAN,INDONESIAN
188,5,buat go-pack dong ,IRISH,ENGLISH
189,5,"Saya asalnya sangat suka tetapi makin ke sini jadi agak susah dapat drivernya , Tolong ya di tingkatkan kembali respon drivernya agar mudah mendapatkan nya Trimakasih. ",MALAY,MALAY
191,5,sangat membantu sekali gojek ,MALAY,MALAY
194,5,"Kalau bisa siatem komunikasi jangan memakai pulsa tapi gunakan kuota data. Dan Kalau bisa driver GO-JEK harus menggunakan jaket dengan benar. Karena saya udah order dan drivernya ada yang gek pake jaket GO-JEK, ada yang di balik jaketnya dan semacamnya. Mohon di tingkatkan lagi pelaynannya. Tapi pelayanannya sudah cukup memuaskan. ",INDONESIAN,INDONESIAN
199,5,Good Job Sir! ,ENGLISH,ENGLISH
200,5,Bagus sekali ,MALAY,MALAY
204,5,Bagus bangettttttt .......... ,MALAY,MALAY
206,5,Baik ,ENGLISH,ENGLISH
209,5,Keren nih go jek.bgus bgt plyannya..i like it ,INDONESIAN,INDONESIAN
211,5,Berguna bagi masyarakat ,MALAY,MALAY
213,5,Aplikasi ini sangat membantu....mantap... ,INDONESIAN,INDONESIAN
216,5,Percepat dalam pencarian driver nya ya... ,INDONESIAN,INDONESIAN
218,5,Gojek good ,ENGLISH,ENGLISH
219,5,Makin jaya terus ,MALAY,MALAY
220,5,Good banget ,INDONESIAN,INDONESIAN
221,5,Sangat memebantu.. semoga semakin berkembang ke kota kota lainnya ,INDONESIAN,INDONESIAN
225,5,Nice Bravo ,ENGLISH,ENGLISH
228,5,Bagus.. cukup memuaskan..!! ,INDONESIAN,INDONESIAN
229,5,Lebih simpel ,INDONESIAN,INDONESIAN
230,5,Bagus untuk mencari transportasi ,INDONESIAN,INDONESIAN
234,5,Di batam ko g ada gi car ,TAGALOG,ENGLISH
235,5,"Mhon segera di mulai pengadaan go car, go clean dan go go liainnya di kota pekanbaru RIAU... Krna kmi sangat mmerlukannya... Trimsm. Semoga Gojek sukses slalu... ",INDONESIAN,INDONESIAN
238,5,Sangat membantu ;) ,INDONESIAN,INDONESIAN
240,5,Klo bisa biaya dipermurah karena semakin banyak saingan ,INDONESIAN,INDONESIAN
241,5,Goodd ,WELSH,ENGLISH
242,5,Memudahkan kita ketika g ada kendaraan sendiri ,INDONESIAN,INDONESIAN
244,5,Sangat membantu. Tpi tolong dong u/ gocar d kasih diskon2.. So thx yOu gojek ,MALAY,MALAY
245,5,ok.. ,ENGLISH,ENGLISH
246,5,SAYA SUKA DENGAN GO JEK BIASA GUE PENGEN BELI APA2 BIASA GUE KELUAR SEKARANG ADANYA APLIKASI GO JEK INI GUE CEPAT ,ENGLISH,ENGLISH
247,5,"sering banget setelah saya order gofood dan orderan sudah sampai, pas mau ngasih rating ke drivernya, tiba tiba history pesanan saya jadi kosong, jadi seperti akun baru, belum ada orderan sama sekali. untuk me-refresh, saya harus tutup aplikasi dahulu, baru kemudian membukanya lagi untuk mengembalikan history saya ",MALAY,MALAY
248,5,Mantep lah pokonya GOJEK gak ada duanya ,MALAY,MALAY
250,5,One bgt ,INDONESIAN,INDONESIAN
251,5,TolongBagus... Sampek sekarang saya belum ada keluhan... Karena slalu bayar cash... Klo bisa ditambahi fitur chat biar tambah ok... Kan susah juga klo lagi abis pulsa... ,MALAY,MALAY
252,5,Mantaap Driver medan slalu siap ,MALAY,MALAY
255,5,"Makasih sangat membantu saya untuk memesan makanan ditengah malam.. driver nya ramah, cepat, sukses lahh buat gojek ",MALAY,MALAY
256,5,Banyakin promonya ,MALAY,MALAY
257,5,"Kalau bisa app nya ditambahkan chatingan nya, supaya lebih mudah komunikasi ketika si driver tidak ada pulsa reguler . Thks Go-Jek ",MALAY,MALAY
258,5,"Lengkap,nyaman dan aman ",INDONESIAN,INDONESIAN
260,5,Mantapppp ,FINNISH,ENGLISH
1,5,DOPE!!! ,ENGLISH,ENGLISH
3,5,good ,ENGLISH,ENGLISH
7,5,Please give safety riding and attitude training to all drivers ,ENGLISH,ENGLISH
8,5,Nice app.. ,ENGLISH,ENGLISH
14,5,Satisfied with this apps. Very useful. Thanks ,ENGLISH,ENGLISH
15,5,"Menurut saya untuk go-food, mestinya saat driver sudah sampai di tempat/mengantri bayar ada tombol yg bisa diklik supaya order ga bisa dibatalin. Ga Adil bgt buat driver kalau sistem order-barang sampai itu 1kesatuan proses yg masih bisa dicancel. Gojek sgt membantu kita.. Trims gojek. ",INDONESIAN,INDONESIAN
16,5,Good app ,ENGLISH,ENGLISH
18,5,"Nice app, thanks ",ENGLISH,ENGLISH
19,5,Kok pada complain error ya... Saya pake gojek sih lancar lancar aja -__- ,INDONESIAN,INDONESIAN
20,5,Good but need to improve on servers rel<ec>ability and accuracy ,ENGLISH,ENGLISH
22,5,Useful ,ENGLISH,ENGLISH
26,5,Mantapss djiwaaa sebagai sniper ,MALAY,MALAY
32,5,Mantafff. Puas dengan aplikasi gojek dan pelayanannya. ,INDONESIAN,INDONESIAN
34,5,Mantabzzz.... ,ENGLISH,ENGLISH
36,5,Nice ,ENGLISH,ENGLISH
38,5,Thanks GOJEK so easy to help me ,ENGLISH,ENGLISH
39,5,Gojek is very helpful and very good service ,ENGLISH,ENGLISH
41,5,"Sometime i get 2 drivers in once order. It always happend after rain. Pls fix this for the driver's comfort. Thx before and beside this, i really love this app for sure. Very usefull! Keep up the good work and thx to all the drivers :)) ",ENGLISH,ENGLISH
45,5,Mempermudah hidup ,INDONESIAN,INDONESIAN
46,5,I like ,ENGLISH,ENGLISH
47,5,Ok ,ENGLISH,ENGLISH
48,5,Aplikasi Gojek sangat membantu ,MALAY,MALAY
53,5,It is amazing ,ENGLISH,ENGLISH
55,5,"Best online cab service, the top up credits system is easy to use and rewarding. But the app could've been even better with online call and chat capabilities. Thanks :) ",ENGLISH,ENGLISH
57,5,Good lah ,MALAY,MALAY
65,5,Dunia Tanpa batas dengan go jek ,INDONESIAN,INDONESIAN
67,5,Easier to find transportation ,ENGLISH,ENGLISH
69,5,Apik nan ,HAITIAN_CREOLE,ENGLISH
71,5,"Love love love, food delivery feature.. ",ENGLISH,ENGLISH
72,5,Helpfull ,ENGLISH,ENGLISH
75,5,Good job ,ENGLISH,ENGLISH
76,5,"User Interface perlu di kembangkan lagi. Dan ada alert apabila kita order Go Ride utk orang lain (Orang Tua, Anak, PRT) dll ",MALAY,MALAY
77,5,Good App ,ENGLISH,ENGLISH
78,5,Top dah gojek ,MALAY,MALAY
79,5,"Drivernya cepet sampai, tapi tolong plat nomornya di tampilkan di layar hp, jadi bisa tau ciri-ciri driver ",INDONESIAN,INDONESIAN
80,5,This apps so helpfull ,ENGLISH,ENGLISH
81,5,USEFULLL ,ENGLISH,ENGLISH
83,5,Nice app ,ENGLISH,ENGLISH
84,5,Mempermudah segalanya ,MALAY,MALAY
87,5,Really helpfull. thanks ,ENGLISH,ENGLISH
91,5,Terlalu lama menunggu mendapatkan driver motor dengan pembayaran go pay.. bahkan sering sampai setengah jam tidak ada yf confirm ,MALAY,MALAY
93,5,"Pelayanannya bagus, tp drivernya terlalu takut sama supir"" angkot. Padahal banyak masyarakat yang mbelain ",MALAY,MALAY
99,5,Helpfull. ,ENGLISH,ENGLISH
100,5,"I like it, very easy to use and comfortable ",ENGLISH,ENGLISH
101,5,Sy puas dgn aplikasi ini ,MALAY,MALAY
102,5,"Pake gojek buatan asli indonesia, jangan yg lainn.. ",INDONESIAN,INDONESIAN
104,5,Great improvements and good services Keep the good work! ,ENGLISH,ENGLISH
106,5,Nice apo ,ALBANIAN,ENGLISH
107,5,Love gojekk very very very very very much,ENGLISH,ENGLISH
114,5,Bagus ,ENGLISH,ENGLISH
115,5,Good Quality ,ENGLISH,ENGLISH
123,5,Good luck ,ENGLISH,ENGLISH
125,5,Sangat membantu. Harganya jujur dan murah. ,INDONESIAN,INDONESIAN
128,5,Mantap ,INDONESIAN,INDONESIAN
130,5,Aplikasi ini sangat sangat membantu orang yang tidak bisa berkendara ,MALAY,MALAY
133,5,Siip ayo dnlot ,TAGALOG,ENGLISH
138,5,Siiiip ,ENGLISH,ENGLISH
139,5,Selama saya pakai sih blm ada masalah dan semoga setiap saya pakai tidak ada masalah ,MALAY,MALAY
140,5,"Keren sdh Bantu banyak orang,dari driver sampai penumpang.. ",INDONESIAN,INDONESIAN
142,5,Amazing ,ENGLISH,ENGLISH
146,5,Membantu sangat ,INDONESIAN,INDONESIAN
151,5,Bagus Gojek Dibanding Grab ,TAGALOG,ENGLISH
155,5,Mantebbb ,ENGLISH,ENGLISH
156,5,Coba nnti ulasan yg sesungguhnya klo udh di cba ,INDONESIAN,INDONESIAN
157,5,Semoga terus berkembang  puas sekali pesan gojek samarinda ,MALAY,MALAY
158,5,Sangat bagus ,INDONESIAN,INDONESIAN
162,5,Thx gojek sangat membantu ,MALAY,MALAY
163,5,Membantu ,INDONESIAN,INDONESIAN
164,5,Bagus sekali cepat dan praktis ,INDONESIAN,INDONESIAN
165,5,Mempermudah transportasi ,INDONESIAN,INDONESIAN
166,5,"Saya merasa tertolong dengan Aplikasi ini, terima kasih GOJEK ",MALAY,MALAY
168,5,Thank you ,ENGLISH,ENGLISH
169,5,Server tolong diperbaiki karena kadang sulit menemukan pengemudi. ,INDONESIAN,INDONESIAN
172,5,Ia very good ,ENGLISH,ENGLISH
174,5,senang sekali ,MALAY,MALAY
175,5,Jis ,ENGLISH,ENGLISH
178,5,"Cepat,tanggap,ramah,saya suka banget,semoga gojek luas rezqi nya...amiiin... By salman karimun. Mari semua teman2 pilih gojek. ",MALAY,MALAY
179,5,Kadang2 klw pesan suka dpt 2 driver kasihan driverny ,MALAY,MALAY
180,5,Keren ,DUTCH,ENGLISH
181,5,Okee ,ENGLISH,ENGLISH
187,5,Aplikasi yg cukup membantu ,INDONESIAN,INDONESIAN
190,5,Sangat membantu sekali ,MALAY,MALAY
192,5,Ok... ,ENGLISH,ENGLISH
199,5,Puas ,ENGLISH,ENGLISH
202,5,Keren banget ,INDONESIAN,INDONESIAN
205,5,Lebih baik naik gojek... murah dan cepat sampai tujuan. Sangat membantu ,MALAY,MALAY
206,5,Bagus banget ,INDONESIAN,INDONESIAN
208,5,Good & smart aplication. Tks. ,ENGLISH,ENGLISH
212,5,Pertama kali menggunakan jasa gojek ... Driver nya sopan cepat suka pokoknya .... ,MALAY,MALAY
213,5,Google ,DANISH,ENGLISH
216,5,Apps yg sgt membantu ,MALAY,MALAY
217,5,Bagus sekali ,MALAY,MALAY
223,5,Murah dan aman ,INDONESIAN,INDONESIAN
224,5,"Cepat,mudah, dan puas ",MALAY,MALAY
225,5,"Terbantu bgt sm Gojek,hidup jd mudah. Tengkyu Gojek... ",MALAY,MALAY
226,5,Go-jek tidak mengecewakan ,MALAY,MALAY
227,5,Sangat membantu kesejahteraan kehidupan ,MALAY,MALAY
228,5,Suka bgt ,INDONESIAN,INDONESIAN
230,5,"Semakin di tingkatkan lagi, Kalau hujan agak susah sekali untuk mendapatkan driver nya ",MALAY,MALAY
231,5,Mantab,TAGALOG,ENGLISH
232,5,Mantap.. Sering2 ngsh promo ya ,SWAHILI,ENGLISH
233,5,Nyaman ,ENGLISH,ENGLISH
234,5,Fair to good ,ENGLISH,ENGLISH
236,5,Tingkatkan lagi ,MALAY,MALAY
239,5,Overall oke. Cuma kadang aplikasi terhambat jika kondisi sedang mendung atau hujan. Tolong diperbaiki ya. thx ,MALAY,MALAY
241,5,Rajin rajin ya bagi bagi vochernya ,MALAY,MALAY
247,5,Pelayanannya sangat baik ,INDONESIAN,INDONESIAN
249,5,"Good job, gojek ",SLOVENIAN,ENGLISH
252,5,C'est excellent ,FRENCH,ENGLISH
253,5,Senang bisa antar temen pake go car ,INDONESIAN,INDONESIAN
256,5,"Sangat bagus,,good job gojek ",MALAY,MALAY
257,5,keren ,INDONESIAN,INDONESIAN
259,5,Ok lah ,MALAY,MALAY
260,5,"Tingkat terus pelayanan,makin jaya ",INDONESIAN,INDONESIAN
263,5,Gojek nya mantap ,MALAY,MALAY
266,5,GoJek sangat membantu sekali......arigatooo ,MALAY,MALAY
267,5,So far is good ,ENGLISH,ENGLISH
268,5,Mantap jiwa ,INDONESIAN,INDONESIAN
269,5,Go Jek.... Go Go Go.... ,ENGLISH,ENGLISH
272,5,Teruskan update ,MALAY,MALAY
273,5,kalo hujan ga ada yg ambil ,MALAY,MALAY
276,5,Terbantu dengan adanya gocar ,INDONESIAN,INDONESIAN
277,5,Suweeek ,ENGLISH,ENGLISH
281,5,Mantap gojek nya ,MALAY,MALAY
282,5,Suka ngelag lokasinya ,INDONESIAN,INDONESIAN
286,5,Mantap.klo bisa daerah Banda Aceh dan sekitar juga masuk gojek ,INDONESIAN,INDONESIAN
287,5,TERIMA KASIH PELAYANAN NYAA ,ENGLISH,ENGLISH
289,5,Go jek memuaskan ,MALAY,MALAY
291,5,Ngapusi... dak dapat chass. Payah... ,INDONESIAN,INDONESIAN
293,5,Sangat membantu.... nice just try it ,MALAY,MALAY
294,5,Terimakasih gojek,MALAY,MALAY
297,5,Ok bgt ,INDONESIAN,INDONESIAN
298,5,"Baru pertama x naik ngojek dr vila citra smp kepramuka, wlpn dg was2,akhrnya smp jg dg selamat, trims BAYU gojeknya ",INDONESIAN,INDONESIAN
300,5,Transportasi online yang pertama di indonesia ini mudah2an lebih meningkatkan pelayanan kekonsumen lebih baik lagi... ,INDONESIAN,INDONESIAN
301,5,Mantaaap ,ESTONIAN,ENGLISH
303,5,gojek luar biasa..trima kasih gojek pelayananmu memuaskan ,MALAY,MALAY
307,5,Sangat puas atas pelayanan yang di berikan driver ,INDONESIAN,INDONESIAN
310,5,"Sukses go-jek , yg banyak komplain ini orang bodoh nampak nya ya hehe... ",MALAY,MALAY
311,5,Sangat banyak membantu ,INDONESIAN,INDONESIAN
312,5,Saya suka ,MALAY,MALAY
316,5,csnya responnya cepet mantap ,INDONESIAN,INDONESIAN
318,5,Keren... Mantap... ,INDONESIAN,INDONESIAN
