"","X","rating_review","review","lang","tag","satisfaction_score","review_importance_percentage"
"475",475,5,"good job ","ENGLISH","Satisfied Users","Satisfied","25"
"476",476,4,"sip ","ENGLISH","Satisfied Users","Satisfied","25"
"477",477,1,"skrg gojek klo pake go pay pada gakmau ngambil sombong2 ","INDONESIAN","Satisfied Users","Dissatisfied","25"
"478",478,5,"bangga dengan hasil karya anak bangsa ","INDONESIAN","Satisfied Users","Satisfied","25"
"479",479,5,"buat go pack dong ","ENGLISH","Satisfied Users","Satisfied","25"
"480",480,5,"saya asalnya sangat suka tetapi makin ke sini jadi agak susah dapat drivernya tolong ya di tingkatkan kembali respon drivernya agar mudah mendapatkan nya trimakasih ","MALAY","Customer Request","Satisfied","90"
"481",481,4,"sementara agak lumayan ","ENGLISH","Satisfied Users","Satisfied","50"
"482",482,5,"sangat membantu sekali gojek ","MALAY","Satisfied Users","Satisfied","0"
"483",483,1,"tolong diperbaiki kualitas dari driver gojek pantas aja ada banyak org komplain drivernya sendiri bobrok ","INDONESIAN","Customer Request","Dissatisfied","90"
"484",484,3,"go shop nya mahal mahal sama go mart ","ENGLISH","Pricing","Neutral","75"
"485",485,5,"kalau bisa siatem komunikasi jangan memakai pulsa tapi gunakan kuota data dan kalau bisa driver go jek harus menggunakan jaket dengan benar karena saya udah order dan drivernya ada yang gek pake jaket go jek ada yang di balik jaketnya dan semacamnya mohon di tingkatkan lagi pelaynannya tapi pelayanannya sudah cukup memuaskan ","INDONESIAN","Customer Support","Satisfied","90"
"486",486,2,"pada saat mau mengkonfirmasikan akun bank agar bisa di tarik via atm tidak bisa di klik kolom kirim mohon diperbaiki membingungkan customer antara tidak bekerja sama dengan bank yg dipilih atau bagaimana saya bingung makasih ","INDONESIAN","Satisfied Users","Dissatisfied","90"
"487",487,5,"3 stars by mukini aja","ENGLISH","Satisfied Users","Satisfied","25"
"488",488,3,"diuji kesabaran waktu nyari driver harus ulang ulang dan ulang ","MALAY","Design & UI","Neutral","75"
"489",489,1,"jangan update trs tp ga ada peningkatan itu namanya php in pelanggan ","MALAY","Satisfied Users","Dissatisfied","75"
"490",490,5,"good job sir ","ENGLISH","Satisfied Users","Satisfied","25"
"491",491,5,"bagus sekali ","MALAY","Satisfied Users","Satisfied","25"
"492",492,4,"sangat membantu ","INDONESIAN","Satisfied Users","Satisfied","0"
"493",493,1,"driver nya menipu padahal belum jemput tiba tiba status slsai dan gopay terpotong ","INDONESIAN","Design & UI","Dissatisfied","90"
"494",494,1,"why app gojek nya aneh sendiri udah dapat gojek terus tiba2 langsung keluar terus mencari driver lain lagi dan mau gak mau harus cancel tiba2 ","MALAY","Disatisfied Users","Dissatisfied","90"
"495",495,5,"bagus bangettttttt ","MALAY","Satisfied Users","Satisfied","25"
"496",496,1,"saya sebenarnya pelanggan setia gojek tp sekarang saya kecewa awalnya saldo gopay saya 60000 pas beberapa hari berikutnya saya mau pakai gopay saya tiba2 jd 0 rupiah lalu saya coba isi lagi 20000 transaksi saya berhasil tp gopay saya tetap 0 rupiah lalu kemana uang saya laporan berkali jawabannya cm suruh nunggu 1x24 jam suruh laporan lagi intinya tdk ada penyelesaian uangpun lenyap hati hati klu isi gopay","MALAY","Design & UI","Dissatisfied","90"
"497",497,5,"baik ","ENGLISH","Satisfied Users","Satisfied","25"
"498",498,3,"drivernya tolong disaring lagi yang benar mau menjemput dan mengantar penumpang terlalu banyak driver yang pemilih milih mengantar kan jarak dekat atau go food lebih parah lagi cari driver harus 1 2 jam tidak seperti gojek baru pertama ada drivernya berbeda sekali dulu driver yang ramah dan tidak pemilih penumpang sedikit mengecewakan padahal menggunakan jasa ojek online ini setiap hari ","MALAY","Design & UI","Neutral","90"
"499",499,4,"harus sering2 promosi dan tingkatkan kualitasnya jgn eo eo ","INDONESIAN","Customer Request","Satisfied","75"
"500",500,5,"keren nih go jek bgus bgt plyannya i like it ","INDONESIAN","Satisfied Users","Satisfied","0"
"501",501,1,"tolong di benerin lagi dong aplikasinya masa saya nulis alamat a keluarnya b bagaimana si aplikasinya masa kalah sama ok jek yg di tv ","MALAY","Design & UI","Dissatisfied","90"
"502",502,5,"berguna bagi masyarakat ","MALAY","Satisfied Users","Satisfied","25"
"503",503,3,"pelanggan baru masih mencoba ","MALAY","Satisfied Users","Neutral","25"
"504",504,5,"aplikasi ini sangat membantu mantap ","INDONESIAN","Design & UI","Satisfied","75"
"505",505,3,"bagus sih aplikasinya cuma sering hang dan tdk menanggapi dan itu kdg jd miscom antara driver dgn penumpang lalu sy ada ubah no hp krn nomor lama hangus knp semua driver masih tlp ke nomor yg lama ","INDONESIAN","Design & UI","Neutral","90"
"506",506,5,"5 stars by fir log","ENGLISH","Satisfied Users","Satisfied","25"
"507",507,5,"percepat dalam pencarian driver nya ya ","INDONESIAN","Location Services","Satisfied","0"
"508",508,1,"susah cari driver kebanyakan di cancel sama drivernya ","MALAY","Location Services","Dissatisfied","90"
"509",509,5,"gojek good ","ENGLISH","Satisfied Users","Satisfied","25"
"510",510,5,"makin jaya terus ","MALAY","Satisfied Users","Satisfied","25"
"511",511,5,"good banget ","INDONESIAN","Satisfied Users","Satisfied","25"
"512",512,5,"sangat memebantu semoga semakin berkembang ke kota kota lainnya ","INDONESIAN","Customer Request","Satisfied","50"
"513",513,1,"kecewa banget gps pun gabisa tepat lokasi masukkan order juga gabisa flexible dengan driver harus sesuai lokasi ","INDONESIAN","Location Services","Dissatisfied","90"
"514",514,4,"gojek","MALAY","Satisfied Users","Satisfied","25"
"515",515,3,"terlalu sensitif apps nya jd mencet2 masa ngorder 3kali kasihan dong yg di cancel ","MALAY","Disatisfied Users","Neutral","75"
"516",516,5,"nice bravo ","ENGLISH","Satisfied Users","Satisfied","25"
"517",517,4,"lumayan ","ENGLISH","Satisfied Users","Satisfied","0"
"518",518,4,"mempermudah aktivitas saya ","INDONESIAN","Satisfied Users","Satisfied","25"
"519",519,5,"bagus cukup memuaskan ","INDONESIAN","Satisfied Users","Satisfied","0"
"520",520,5,"lebih simpel ","INDONESIAN","Satisfied Users","Satisfied","25"
"521",521,5,"bagus untuk mencari transportasi ","INDONESIAN","Satisfied Users","Satisfied","0"
"522",522,4,"smoga kedepanya smakin bagus pelayananya ","INDONESIAN","Customer Support","Satisfied","75"
"523",523,1,"kecewa setiap pesan go food selalu history nya hilang padahal saya sdh kirimkan pesan ke nomor aplikasi driver kalau driver tdk membalas ga tau sudah di pesankan atau belum atau di cancel huhu go food bikin orang kelaparan ","INDONESIAN","Design & UI","Dissatisfied","90"
"524",524,5,"5 stars by nazwa andrianir","ENGLISH","Satisfied Users","Satisfied","25"
"525",525,5,"di batam ko g ada gi car ","ENGLISH","Satisfied Users","Satisfied","25"
"526",526,5,"mhon segera di mulai pengadaan go car go clean dan go go liainnya di kota pekanbaru riau krna kmi sangat mmerlukannya trimsm semoga gojek sukses slalu ","INDONESIAN","Customer Request","Satisfied","50"
"527",527,5,"3 stars by nopilia susanti","ENGLISH","Satisfied Users","Satisfied","25"
"528",528,3,"untuk sementara ini masih coba dulu kalo gak mengecewa kan kita lanjut kerjasamanya tks ","INDONESIAN","Satisfied Users","Neutral","0"
"529",529,5,"sangat membantu ","INDONESIAN","Satisfied Users","Satisfied","25"
"530",530,5,"5 stars by andri andri","ENGLISH","Satisfied Users","Satisfied","25"
"531",531,5,"klo bisa biaya dipermurah karena semakin banyak saingan ","INDONESIAN","Pricing","Satisfied","50"
"532",532,5,"goodd ","ENGLISH","Satisfied Users","Satisfied","25"
"533",533,5,"memudahkan kita ketika g ada kendaraan sendiri ","INDONESIAN","Satisfied Users","Satisfied","25"
"534",534,5,"5 stars by erika prasetya","ENGLISH","Satisfied Users","Satisfied","25"
"535",535,5,"sangat membantu tpi tolong dong u gocar d kasih diskon2 so thx you gojek ","MALAY","Customer Request","Satisfied","75"
"536",536,5,"ok ","ENGLISH","Satisfied Users","Satisfied","25"
"537",537,5,"saya suka dengan go jek biasa gue pengen beli apa2 biasa gue keluar sekarang adanya aplikasi go jek ini gue cepat ","ENGLISH","Design & UI","Satisfied","75"
"538",538,5,"sering banget setelah saya order gofood dan orderan sudah sampai pas mau ngasih rating ke drivernya tiba tiba history pesanan saya jadi kosong jadi seperti akun baru belum ada orderan sama sekali untuk me refresh saya harus tutup aplikasi dahulu baru kemudian membukanya lagi untuk mengembalikan history saya ","MALAY","Design & UI","Satisfied","90"
"539",539,5,"mantep lah pokonya gojek gak ada duanya ","MALAY","Satisfied Users","Satisfied","25"
"540",540,4,"saya order gojek bayar melalui go pay tapi gojek tidak tlpn atau pun sms saya dan saldo sudah terpotong gojek nya tidak jemput saya sama sekali tapi di maps gojek nya jalan sampai ketujuan saya dan mengatakan gojek telah mengantar saya sampai tujuan kenapa aplikasi sebagus ini memiliki memiliki drive yg curang sangat di sayang kan ","MALAY","Design & UI","Satisfied","90"
"541",541,5,"one bgt ","INDONESIAN","Satisfied Users","Satisfied","25"
"542",542,5,"tolongbagus sampek sekarang saya belum ada keluhan karena slalu bayar cash klo bisa ditambahi fitur chat biar tambah ok kan susah juga klo lagi abis pulsa ","MALAY","Customer Request","Satisfied","90"
"543",543,5,"mantaap driver medan slalu siap ","MALAY","Location Services","Satisfied","0"
"544",544,4,"bagus tingkatkan ","INDONESIAN","Customer Request","Satisfied","50"
"545",545,2,"knpa ganti hp apl nya gak bsa d buka tolong dok bantuannya ","INDONESIAN","Customer Request","Dissatisfied","75"
"546",546,5,"makasih sangat membantu saya untuk memesan makanan ditengah malam driver nya ramah cepat sukses lahh buat gojek ","MALAY","Satisfied Users","Satisfied","75"
"547",547,5,"banyakin promonya ","MALAY","Satisfied Users","Satisfied","25"
"548",548,5,"kalau bisa app nya ditambahkan chatingan nya supaya lebih mudah komunikasi ketika si driver tidak ada pulsa reguler thks go jek ","MALAY","Location Services","Satisfied","50"
"549",549,5,"lengkap nyaman dan aman ","INDONESIAN","Satisfied Users","Satisfied","0"
"550",550,5,"5 stars by ellee pratama","ENGLISH","Satisfied Users","Satisfied","25"
"551",551,5,"mantapppp ","ENGLISH","Satisfied Users","Satisfied","25"
"552",552,5,"dope ","ENGLISH","Satisfied Users","Satisfied","25"
"553",553,1,"aplikasi nya error driver yg di pesan malah ga muncul di aplikasi ","MALAY","Bug","Dissatisfied","90"
"554",554,5,"good ","ENGLISH","Satisfied Users","Satisfied","25"
"555",555,1," ","ENGLISH","Satisfied Users","Dissatisfied","25"
"556",556,4,"good apps easy to use i like ","ENGLISH","Satisfied Users","Satisfied","75"
"557",557,3,"this app use so many storage and sometime the driver slower than the time estimation from the app ","ENGLISH","Design & UI","Neutral","75"
"558",558,5,"please give safety riding and attitude training to all drivers ","ENGLISH","Location Services","Satisfied","75"
"559",559,5,"nice app ","ENGLISH","Satisfied Users","Satisfied","25"
"560",560,3,"good enough ","ENGLISH","Satisfied Users","Neutral","0"
"561",561,4,"hard to find driver on rainy days ","ENGLISH","Location Services","Satisfied","50"
"562",562,4,"kenapa app saya belum ada go bluebird nya yach padahal sudah terupdate ","INDONESIAN","Disatisfied Users","Satisfied","50"
"563",563,4,"flexibel app ","ENGLISH","Satisfied Users","Satisfied","25"
"564",564,3,"mungkin bs dibuat agar pemilihan dan penempatan lokasinya tepat terkadang msh blm selesai dgn nama tempat yg di tuliskan jd driver msh sering nanya tepat lokasinya di mana krn yg terbaca nama jalannya ","MALAY","Location Services","Neutral","75"
"565",565,5,"satisfied with this apps very useful thanks ","ENGLISH","Satisfied Users","Satisfied","50"
"566",566,5,"menurut saya untuk go food mestinya saat driver sudah sampai di tempat mengantri bayar ada tombol yg bisa diklik supaya order ga bisa dibatalin ga adil bgt buat driver kalau sistem order barang sampai itu 1kesatuan proses yg masih bisa dicancel gojek sgt membantu kita trims gojek ","INDONESIAN","Satisfied Users","Satisfied","90"
"567",567,5,"good app ","ENGLISH","Satisfied Users","Satisfied","25"
"568",568,1,"saya top up saldo 100rb tapi tidak masuk ke gopay account saya kata cs sebenarnya uang sudah masuk ke sistem sudah urus telp cs log out dan log in berkali kali dan kirim screenshot mutasi rekening bukti pembayaran saldo saat ini dan my accouny ke email gojek disuruh tunggu 2 x 24 jam tapi tidak ada tindaklanjut gojek jangan makan duit customer saya sangat kecewa dengan prlayanannya ","INDONESIAN","Design & UI","Dissatisfied","90"
"569",569,5,"nice app thanks ","ENGLISH","Satisfied Users","Satisfied","25"
"570",570,5,"kok pada complain error ya saya pake gojek sih lancar lancar aja ","INDONESIAN","Bug","Satisfied","75"
"571",571,5,"good but need to improve on servers rel ec ability and accuracy ","ENGLISH","Customer Request","Satisfied","75"
"572",572,2,"top up gopay gak masuk bikin laporannya ribet pula sorry deh bintangnya gue kurangib ","INDONESIAN","Design & UI","Dissatisfied","75"
"573",573,5,"useful ","ENGLISH","Design & UI","Satisfied","0"
"574",574,2,"servicenya bad sekarang lama banget dapet driver padahal liat d maps driverny banyak terus sekaliny dapet driver udah nunggu 15 menit lbih drivernya ngecancel padahal lg buru2 ","INDONESIAN","Location Services","Dissatisfied","90"
"575",575,3,"aplikasi selalu keluar setiap buka go ride ","MALAY","Design & UI","Neutral","75"
"576",576,3,"tolong diperbaiki algoritma pencarian driver untuk penumpang terdekat makes 2km or 5 mins ","MALAY","Customer Request","Neutral","90"
"577",577,5,"mantapss djiwaaa sebagai sniper ","MALAY","Satisfied Users","Satisfied","25"
"578",578,4,"bgus ","ENGLISH","Satisfied Users","Satisfied","25"
"579",579,2,"bukan driver sih cuma kasian aja liat keluhan driver mereka disuruh kerja rodi tanpa driver bisa apa gojek jangan keterlaluan soal apliksi kenapa alamat saya ga terdaftar di lokasi map padahal tengah kota tp klo di search ga nemu nama jalannya kan ribet tiap mau order goride atau gofood sebel ","INDONESIAN","Location Services","Dissatisfied","90"
"580",580,4,"driver sering kehabisan masker saat cuaca buruk hujan app sering error pesan sekali tapi dapet driver 2 sekaligus dapet notif tapi booking progress tidak bisa dilihat mohon untuk diperbaiki selebihnya app ini sangat membantu dan memudahkan terimakasih ","INDONESIAN","Satisfied Users","Satisfied","90"
"581",581,3,"gojek hujan dikit susah di order gak kayak dulu payah ","MALAY","Disatisfied Users","Neutral","90"
"582",582,2,"okay saya mau komplain salah satu karyawan gojek pelayanannya kurang pantas saya dimarahin teman saya dimarahin lalu teman saya marah ke saya karena saya mengcancel order untuk keselamatannya dia agar dia tak tersesat walaupun saya udah spesifik jika datang dari arah mana lalu seharusnya dia kemana saya bertanya dia di area mana atau sedang berada dimana malah responnya marah kesaya mengatakan bahwa saya dan teman saya kurang efisien dalam memberi arahan jalan sekian terimakasih ","INDONESIAN","Customer Support","Dissatisfied","90"
"583",583,5,"mantafff puas dengan aplikasi gojek dan pelayanannya ","INDONESIAN","Customer Support","Satisfied","90"
"584",584,1,"sering ga bisa order ","ENGLISH","Satisfied Users","Dissatisfied","25"
"585",585,5,"mantabzzz ","ENGLISH","Satisfied Users","Satisfied","25"
"586",586,1,"setelah update versi terbaru malah susah dapet driver padahal cuma untuk jarak yang dekat dan ga macet ","MALAY","Location Services","Dissatisfied","90"
"587",587,5,"nice ","ENGLISH","Satisfied Users","Satisfied","25"
"588",588,4,"lain kali walaupun cuaca hujan tempat yang di order jalanan macet atau padat harus tetap di respon ","MALAY","Design & UI","Satisfied","75"
"589",589,5,"thanks gojek so easy to help me ","ENGLISH","Satisfied Users","Satisfied","0"
"590",590,5,"gojek is very helpful and very good service ","ENGLISH","Satisfied Users","Satisfied","50"
"591",591,4,"gut ","ENGLISH","Satisfied Users","Satisfied","25"
"592",592,5,"sometime i get 2 drivers in once order it always happend after rain pls fix this for the driver s comfort thx before and beside this i really love this app for sure very usefull keep up the good work and thx to all the drivers ","ENGLISH","Location Services","Satisfied","90"
"593",593,3,"1 kadang lama mencari driver untuk go food 2 lokasi driver tidak up to date di map 3 harga tidak sesuai dengan yang tertera di menu go food tolong diperbaiki ","INDONESIAN","Customer Request","Neutral","90"
"594",594,1," 1 sometimes long search for drivers for go food 2 driver location is not up to date in the map 3 prices do not match the ones listed on the go food menu please fix it ","ENGLISH","Location Services","Dissatisfied","90"
"595",595,1,"5 stars by richard nathanael","ENGLISH","Satisfied Users","Dissatisfied","25"
"596",596,5,"mempermudah hidup ","INDONESIAN","Satisfied Users","Satisfied","25"
"597",597,5,"i like ","ENGLISH","Satisfied Users","Satisfied","25"
"598",598,5,"ok ","ENGLISH","Satisfied Users","Satisfied","25"
"599",599,5,"aplikasi gojek sangat membantu ","MALAY","Design & UI","Satisfied","75"
"600",600,1,"mau login aja susah kecewa lah pokoknya ","MALAY","Disatisfied Users","Dissatisfied","90"
"601",601,1,"harga di gojek ga sesuai sama yang asli rugi jadi nya ","MALAY","Pricing","Dissatisfied","90"
"602",602,2,"tolong evaluasi lagi driver2 khususnya di surabaya sering nggk mau nerima orderan hanya gara2 pake go pay ","INDONESIAN","Customer Request","Dissatisfied","90"
"603",603,3,"kenapa setiap buka history tidak keliatan booking yang sedang berjalan padahal mau menghubungi drivernya tolong segera diperbaiki ","INDONESIAN","Customer Request","Neutral","90"
"604",604,5,"it is amazing ","ENGLISH","Satisfied Users","Satisfied","25"
"605",605,2,"money oriented ","ENGLISH","Satisfied Users","Dissatisfied","25"
"606",606,5,"best online cab service the top up credits system is easy to use and rewarding but the app could ve been even better with online call and chat capabilities thanks ","ENGLISH","Satisfied Users","Satisfied","90"
"607",607,4,"tolong bikin di dalamnya bisa chat driver jadi pake internet aja ga usah sms nelpon dan tolong kalo ad gopay diisi ada notificationnya seperti isi pulsa ada notifnya ","INDONESIAN","Customer Request","Satisfied","90"
"608",608,5,"good lah ","MALAY","Satisfied Users","Satisfied","25"
"609",609,1,"the gojek gps is eror not moving ","ENGLISH","Location Services","Dissatisfied","90"
"610",610,5,"1 stars by wirawan sahid suwandana","ENGLISH","Satisfied Users","Satisfied","25"
"611",611,1,"6 8x pesen dr stasiun juanda ga ada 1 pun yg pick up padahal dipengkolan banyak yg lg pada ngopi sampe jalan kaki dr istiqlal ke pecenongan ujung naik bis tau2 ada yg pick up nelepon padahal di aplikasi ga ada yg pick up kecewalah betis sampe bekonde begini barusan pula pesen drivernya ga bawa jas ujan indonesia cm 2 musim coy gw aja sbg penumpang bawa pribadi biar memudahkan tolong diperbaiki nanti ane update 5 makasih ","INDONESIAN","Customer Request","Dissatisfied","90"
"612",612,3,"this application can help in any condition ","ENGLISH","Satisfied Users","Neutral","25"
"613",613,1,"can t open in my nougat phone please fix ","ENGLISH","Customer Request","Dissatisfied","90"
"614",614,5,"dunia tanpa batas dengan go jek ","INDONESIAN","Satisfied Users","Satisfied","25"
"615",615,4,"usefull ","ENGLISH","Design & UI","Satisfied","0"
"616",616,5,"easier to find transportation ","ENGLISH","Satisfied Users","Satisfied","25"
"617",617,1,"dear gojek driver area surabaya apa gunanya kalian jadi driver gojek kalo kalian gak mau ngambil orderan pake go pay aplikasi modern otak primitif ","ENGLISH","Design & UI","Dissatisfied","90"
"618",618,5,"apik nan ","ENGLISH","Satisfied Users","Satisfied","25"
"619",619,1,"erorr sejak update aplikasi ga bisa dibuka loading terus walau sdh di uninstall berulang2 ","MALAY","Design & UI","Dissatisfied","90"
"620",620,5,"love love love food delivery feature ","ENGLISH","Satisfied Users","Satisfied","25"
"621",621,5,"helpfull ","ENGLISH","Satisfied Users","Satisfied","25"
"622",622,5,"3 stars by bung kusi","ENGLISH","Satisfied Users","Satisfied","25"
"623",623,3,"failed while redeem voucher customer service went silent not helpful after 5 days of trying i try at 3 00 in the morning and successful ","ENGLISH","Customer Support","Neutral","90"
"624",624,5,"good job ","ENGLISH","Satisfied Users","Satisfied","25"
"625",625,5,"user interface perlu di kembangkan lagi dan ada alert apabila kita order go ride utk orang lain orang tua anak prt dll ","MALAY","Design & UI","Satisfied","50"
"626",626,5,"good app ","ENGLISH","Satisfied Users","Satisfied","25"
"627",627,5,"top dah gojek ","MALAY","Satisfied Users","Satisfied","25"
"628",628,5,"drivernya cepet sampai tapi tolong plat nomornya di tampilkan di layar hp jadi bisa tau ciri ciri driver ","INDONESIAN","Location Services","Satisfied","90"
"629",629,5,"this apps so helpfull ","ENGLISH","Satisfied Users","Satisfied","0"
"630",630,5,"usefulll ","ENGLISH","Design & UI","Satisfied","0"
"631",631,1,"susah bgt dpat driver skrg ","ENGLISH","Location Services","Dissatisfied","90"
"632",632,5,"nice app ","ENGLISH","Satisfied Users","Satisfied","25"
"633",633,5,"mempermudah segalanya ","MALAY","Satisfied Users","Satisfied","25"
"634",634,1,"terlalu mencari driver nya ","INDONESIAN","Location Services","Dissatisfied","90"
"635",635,1,"jelek lama sangat buruk saya tidak suka karena pelayanan lama jelek ","INDONESIAN","Customer Support","Dissatisfied","90"
"636",636,5,"really helpfull thanks ","ENGLISH","Satisfied Users","Satisfied","0"
"637",637,1,"the go food product is full of scams i get extra charges so many times please state the food prices consistently and include additional taxes to the price if any really dissatisfied with gojek ","ENGLISH","Pricing","Dissatisfied","90"
"638",638,4,"5 stars by sienny wijaya","ENGLISH","Satisfied Users","Satisfied","25"
"639",639,5,"5 stars by raka aji saputra","ENGLISH","Satisfied Users","Satisfied","25"
"640",640,5,"terlalu lama menunggu mendapatkan driver motor dengan pembayaran go pay bahkan sering sampai setengah jam tidak ada yf confirm ","MALAY","Location Services","Satisfied","50"
"641",641,2,"bagus membantu namun saya sekarang baru coba pake go pay gk ada driver yg pick up kemaren pake cash cepet dpt driver apa emang gitu ya ","INDONESIAN","Satisfied Users","Dissatisfied","90"
"642",642,5,"pelayanannya bagus tp drivernya terlalu takut sama supir angkot padahal banyak masyarakat yang mbelain ","MALAY","Customer Support","Satisfied","90"
"643",643,1,"bad ","ENGLISH","Satisfied Users","Dissatisfied","25"
"644",644,3,"maps peta gps sering tidak cocok memilih jalan kartini raya tapi peta malah menunjukkan di jalan pangeran jayakarta dsb sehingga gojek bisa salah lokasi penjemputan history sering eror sering tidak muncul padahal sedang memesan atau sedang menunggu gojek datang tapi history malah 0 no history sehingga sulit jika mau melihat nomor telp untuk menghubungi pengemudi gojek karena history hilang ","INDONESIAN","Location Services","Neutral","90"
"645",645,4,"tambah fitur save addres will be nice ","ENGLISH","Design & UI","Satisfied","50"
"646",646,2,"driver gak ada yang mau ngambil yaampun apaan sih ini ","INDONESIAN","Location Services","Dissatisfied","75"
"647",647,4,"i believe go jek should provide the option to pay by credit card since it is the most convenient way to pay in my opinion secondly it should enable customers to track packages sent by go send by entering nomor resi but it provides the lowest fare and the most complete service compared to others ","ENGLISH","Customer Support","Satisfied","75"
"648",648,5,"helpfull ","ENGLISH","Satisfied Users","Satisfied","25"
"649",649,5,"i like it very easy to use and comfortable ","ENGLISH","Satisfied Users","Satisfied","50"
"650",650,5,"sy puas dgn aplikasi ini ","MALAY","Design & UI","Satisfied","50"
"651",651,5,"pake gojek buatan asli indonesia jangan yg lainn ","INDONESIAN","Satisfied Users","Satisfied","25"
"652",652,2,"ganti nomor ga bisa login lagi ngapa si ga bisa verifikasi lewat email saja ","INDONESIAN","Design & UI","Dissatisfied","75"
"653",653,5,"great improvements and good services keep the good work ","ENGLISH","Customer Request","Satisfied","90"
"654",654,1,"lately all i find just impolite driver talking harsh and lazy to pick address he didnt know but force me to cancel thats suck ","ENGLISH","Location Services","Dissatisfied","90"
"655",655,5,"nice apo ","ENGLISH","Satisfied Users","Satisfied","25"
"656",656,5,"love gojekk very very very very very much","ENGLISH","Satisfied Users","Satisfied","25"
"657",657,1,"saya sangat kecewa dengan pengemudi gosend untuk daerah sekitar saya kalau emang gak mau ambil barang nya ngomong nya sopan sedikit ini udah minta cancel malah nyolot lagi tolong di perbaiki lagi sistem pelayanan nya supaya gak pada kecewa ","MALAY","Customer Request","Dissatisfied","90"
"658",658,2,"found driver nya kelamaan plis deh dari puluhan orang di semarang gak ada yang ke akpol ","ENGLISH","Location Services","Dissatisfied","75"
"659",659,1,"nope ","ENGLISH","Satisfied Users","Dissatisfied","25"
"660",660,4,"saya setiaap pesen satu driver nanti yang telfon banyk dari driver gojek padahal saya pesen ny satu tolong di perbaiki lagi ","MALAY","Customer Request","Satisfied","90"
"661",661,4,"successful gojek ","ENGLISH","Satisfied Users","Satisfied","25"
"662",662,1,"historynya sering ilang estimadi waktu kedatangan gojek ga tepat ","MALAY","Satisfied Users","Dissatisfied","25"
"663",663,5,"bagus ","ENGLISH","Satisfied Users","Satisfied","25"
"664",664,5,"good quality ","ENGLISH","Satisfied Users","Satisfied","25"
"665",665,1,"oke ","ENGLISH","Satisfied Users","Dissatisfied","25"
"666",666,5,"3 stars by iwan hermawan","ENGLISH","Satisfied Users","Satisfied","25"
"667",667,3,"seringkali download gagal shg cash tdk bisa kudapatkan ","MALAY","Design & UI","Neutral","50"
"668",668,5,"4 stars by shandy sp","ENGLISH","Satisfied Users","Satisfied","25"
"669",669,4,"nice apps ","ENGLISH","Satisfied Users","Satisfied","25"
"670",670,5,"4 stars by frismanda oyeah","ENGLISH","Satisfied Users","Satisfied","25"
"671",671,4,"membantu membuat malas juga ","MALAY","Satisfied Users","Satisfied","0"
"672",672,5,"good luck ","ENGLISH","Satisfied Users","Satisfied","25"
"673",673,2,"jelek bangetttt slalu mencari driver pdahal di liat ada driver terdekat sumpah menyebalkan ","MALAY","Location Services","Dissatisfied","75"
"674",674,5,"sangat membantu harganya jujur dan murah ","INDONESIAN","Pricing","Satisfied","75"
"675",675,4,"loyalty program ","ENGLISH","Satisfied Users","Satisfied","25"
"676",676,4,"cukup membantu yang agak bingung go good","MALAY","Satisfied Users","Satisfied","0"
"677",677,5,"mantap ","INDONESIAN","Satisfied Users","Satisfied","25"
"678",678,3,"lokasinya di benerin lagi ","MALAY","Satisfied Users","Neutral","25"
"679",679,5,"aplikasi ini sangat sangat membantu orang yang tidak bisa berkendara ","MALAY","Design & UI","Satisfied","75"
"680",680,5,"5 stars by unny pangerang","ENGLISH","Satisfied Users","Satisfied","25"
"681",681,5,"5 stars by grace sierra2 noya","ENGLISH","Satisfied Users","Satisfied","25"
"682",682,5,"siip ayo dnlot ","ENGLISH","Satisfied Users","Satisfied","25"
"683",683,3,"terlalu lama mencari drive nya ","INDONESIAN","Satisfied Users","Neutral","25"
"684",684,5,"5 stars by sigitmunendar harijunianto","ENGLISH","Satisfied Users","Satisfied","25"
"685",685,5,"3 stars by tri harianto","ENGLISH","Satisfied Users","Satisfied","25"
"686",686,3,"disaat genting go pay error sehingga gak bisa byr pake go pay byk drivernya bau pake sendal jepit gak ramah stok masker sering habis penumpang blm siap udah ngacir aj gps driver sering gak sesuai lokasi bahkan yg paling sebel kalo pesan gojek or go car sering di cancel sepihak oleh driver ","INDONESIAN","Location Services","Neutral","90"
"687",687,5,"siiiip ","ENGLISH","Satisfied Users","Satisfied","25"
"688",688,5,"selama saya pakai sih blm ada masalah dan semoga setiap saya pakai tidak ada masalah ","MALAY","Customer Request","Satisfied","50"
"689",689,5,"keren sdh bantu banyak orang dari driver sampai penumpang ","INDONESIAN","Satisfied Users","Satisfied","50"
"690",690,4,"suka ","ENGLISH","Satisfied Users","Satisfied","25"
"691",691,5,"amazing ","ENGLISH","Satisfied Users","Satisfied","25"
"692",692,4,"membantu bngeeettt ","INDONESIAN","Satisfied Users","Satisfied","0"
"693",693,4,"menu go bluebird kok gak muncul di app saya ","INDONESIAN","Satisfied Users","Satisfied","25"
"694",694,4,"cocok low pas kita bth cpt ","INDONESIAN","Satisfied Users","Satisfied","25"
"695",695,5,"membantu sangat ","INDONESIAN","Satisfied Users","Satisfied","25"
"696",696,5,"4 stars by ato njae","ENGLISH","Satisfied Users","Satisfied","25"
"697",697,4,"sangat membantu ","INDONESIAN","Satisfied Users","Satisfied","0"
"698",698,4,"joos ","ENGLISH","Satisfied Users","Satisfied","25"
